"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,51.3,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,93.4,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,54.5,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,85.7,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,42.8,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,77.6,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,66.2,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,79.3,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,61.4,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,73,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,66.8,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72.4,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,68.2,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,76.1,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,64,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,76.7,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,54.2,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,77.2,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,55.3,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,69,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,51.9,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,84.1,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,65.3,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,68.7,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,55.9,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,70.9,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,62.3,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,68.1,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,54.3,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,71.5,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,45.8,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,76.8,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,61.2,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,82.4,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,67.9,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,74.7,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,52.2,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,67,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,41.3,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,80,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,55.9,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,70,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,56.2,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,86.8,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,45.2,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,71,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,47.5,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,85.2,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,62.3,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,68.4,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,57.3,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,78.8,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,59,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,74.9,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,65.3,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,74.9,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,60.6,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,66.9,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,50.9,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,73.2,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,66,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,82.9,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,56.7,,
"TUR","Türkiye","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,76,,
"TUR","Türkiye","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,33.1,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,79.2,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,57.9,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,72.9,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,61,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,75.8,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,70,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,47.9,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,48.7,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,70.2,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,51.3,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,83.9,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,53.2,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,77.2,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,43.8,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,74.5,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,66.4,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,75.8,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,61.7,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,72,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,67.1,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,71.3,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,69.6,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,74.5,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,65.7,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,74.7,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,55,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,54.3,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,76.3,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,54.8,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,67.8,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,51.5,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,82.5,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,64.5,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,71.8,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,55.8,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,69.7,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,61.9,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,68.8,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,54.3,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,76.1,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,76.6,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,55.9,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,55.1,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,72.1,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,46.2,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,77.9,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,60.4,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,84.9,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,64.1,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,75,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,51,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,67.3,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,40.3,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,79.4,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,53.4,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,73.5,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,55.7,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,88.9,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,43,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,74.5,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,47.2,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,86,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,61.4,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,71,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,57.3,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,79.5,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,59.2,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,77.3,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,64.2,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,74.2,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,59.6,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,68.2,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,49.3,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,76.6,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,64.3,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,84.4,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,56.8,,
"TUR","Türkiye","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,30.1,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,58.5,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,75,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,57.5,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,71.9,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,43.5,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,72.4,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,45.3,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,88.5,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,45.3,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,79.6,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,38.5,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,73.9,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,66,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,74.8,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,60.7,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,70.6,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,66.7,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,72,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,68.3,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,75.1,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,65.2,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,75.5,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2021","2021","PC","Percentage","0","Units",,,54.1,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,56.4,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,62.3,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,65.8,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,63,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,62.9,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,63.7,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,65.7,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,67.9,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,68.6,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,72.5,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,73.3,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,75.6,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2021","2021","PC","Percentage","0","Units",,,73.1,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,51.3,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,59.6,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,57.4,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,56.4,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,56.8,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,57.4,,
"BGR","Bulgaria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,58.9,,
